Datum;Dan u tj.;Doručak;Doručak (kcal);Ručak;Ručak (kcal);Večera;Večera (kcal);Ukupno;Potrošio;Aktivnost;Aktivnost (kcal);Tjelesna masa (kg)
2024-12-16;PON;gulaš;600.0;pljeska i riža;590.0;sendviči;700.0;1890;2100;10k koraka;620.0;
2024-12-17;UTO;paštašuta;660.0;pljeska i tortelini;700.0;sendviči;700.0;2060;2100;7k koraka;490.0;
2024-12-18;SRI;hambi;850.0;ćevapi + pommes ;1010.0;keksi;660.0;2520;2100;3k koraka;240.0;
2024-12-19;ČET;ćevapi u lepinji;925.0;/;0.0;pizza + čokolada;1900.0;2825;2100;11k koraka;700.0;
2024-12-20;PET;sendviči;750.0;indeks sendvič + slatikiši;1380.0;sendviči + krekeri;1050.0;3180;2100;2k koraka;180.0;
2024-12-21;SUB;sendviči + čokolada;1100.0;stromboli + čokolada;950.0;sendviči + sok + čips;1500.0;3550;2250;1k koraka;110.0;
2024-12-22;NED;stromboli i sok;900.0;b.meso pureće i pire + keksi;990.0;sendviči + čips + sok;1150.0;3040;2250;1k koraka;100.0;114,5 kg
2024-12-23;PON;sendviči;700.0;hambi + pommes;1000.0;pizza + sok + keksi;1600.0;3300;2100;4k + snijeg;360.0;
2024-12-24;UTO;sendviči + sok;900.0;fiš i keks;470.0;sendviči + keksi;1150.0;2520;2100;4k koraka;260.0;
2024-12-25;SRI;sendviči + keksi;850.0;b.meso i krumpir + kolači i grickalice;1410.0;sok + lisnato sa sirom i salamom;1150.0;3410;2100;1k koraka;70.0;
2024-12-26;ČET;sendviči;800.0;sendviči;700.0;hamburger + topli sendvič;960.0;2460;2100;1k koraka;120.0;
2024-12-27;PET;kifla hrenovka + šmorn + griote;1110.0;sarma + kinder čoko;1320.0;/;0.0;2430;2100;6k + 6h kućice;540.0;
2024-12-28;SUB;/;0.0;sarma + kinder ćoko;1020.0;sendviči + čokolada;1200.0;2220;2250;8k koraka;500.0;
2024-12-29;NED;burek kuglice + šmorn + hotdog;1505.0;sendviči;750.0;pizza + pepsi;1400.0;3655;2250;8k + 5h kućice;610.0;115 kg
2024-12-30;PON;hamburger i čokolada;1200.0;topli sendviči;900.0;/;0.0;2100;2100;1k koraka;100.0;
2024-12-31;UTO;/;0.0;sarma;1100.0;pohano meso + njoki + čips + keksi;1750.0;2850;2100;5k koraka;330.0;
2025-01-01;SRI;/;0.0;sarma + kroasana + keksi + sok;1600.0;mcdonalds;1650.0;3250;2100;1k koraka;50.0;
2025-01-02;ČET;pola burek + kifla hrenovka;750.0;/;0.0;restoran + kebab;2300.0;3050;2100;13k + kućice;900.0;
2025-01-03;PET;/;0.0;meso + keks + kola;650.0;b.meso + luk + krumpir + keksi + kokice;1655.0;2305;2100;1k koraka;60.0;
2025-01-04;SUB;šefov tost + cappuccino;820.0;čevapi + lepinja;1140.0;keksi + pola pizze;850.0;2810;2250;5k koraka;320.0;
2025-01-05;NED;grickalice + mesna plata;860.0;pivo + lungic + riza s povrcem + sok;1530.0;topli sendviči + čokolada;1110.0;3500;2250;1k koraka;100.0;115 kg
2025-01-06;PON;domaće kiflice sendviči;900.0;paprikaš + čokolada;900.0;paprikaš;880.0;2680;2100;1k koraka;80.0;
2025-01-07;UTO;hambi sa sirom;900.0;zagrebački + pommes + majoneza;940.0;topli sendviči + čoko tost;1150.0;2990;2100;12k koraka;740.0;
2025-01-08;SRI;cordon i riža;565.0;topli sendviči;750.0;čoko sendviči;400.0;1715;2100;6k koraka;420.0;
2025-01-09;ČET;bečki + rizibizi;595.0;napolitanke;585.0;topli sendviči + napolitanke;1385.0;2565;2100;7k koraka;440.0;
2025-01-10;PET;sendviči;700.0;varivo od graška + kobasica + keksi;1700.0;sendviči + keksi;760.0;3160;2100;7k + kolodvor;540.0;
2025-01-11;SUB;sendviči ;750.0;som + restani + keksi;1450.0;sendviči;900.0;3100;2250;1k koraka;80.0;
2025-01-12;NED;sendviči + pahuljice;1030.0;pizza;1250.0;pahuljice;300.0;2580;2250;3k + kolodvor;340.0;116 kg
2025-01-13;PON;menza pizza;850.0;čips;810.0;sendviči;1020.0;2680;2100;7k koraka;430.0;
2025-01-14;UTO;cordon i krumpir;845.0;bečki i riža;635.0;topli sendviči;750.0;2230;2100;10k koraka;610.0;
2025-01-15;SRI;hambi;850.0;musaka + tortica;1020.0;topli sendviči;750.0;2620;2100;6k koraka;390.0;
2025-01-16;ČET;hambi;850.0;cordon i riža;870.0;čips + corny;1045.0;2765;2100;7k koraka;440.0;
2025-01-17;PET;čevapi;1000.0;keksi + bolonjez;1720.0;napolitanke + sendviči;1270.0;3990;2100;10k + kolodvor;770.0;
2025-01-18;SUB;kajgani sushi + malo napolitanki;690.0;banana bread + varivo;1260.0;sendviči + banana bread;1250.0;3200;2250;2k koraka;120.0;
2025-01-19;NED;slonovo uho;890.0;b.meso + riža s povrćem;1100.0;smoki + ostaci;1450.0;3440;2250;3k + usis. + kol;380.0;115,5 kg
2025-01-20;PON;hambi;850.0;čevapi;1300.0;sendviči + napolitanke;1870.0;4020;2100;8k koraka;520.0;
2025-01-21;UTO;hambi;850.0;špageti;1200.0;napolitanke + čips;1395.0;3445;2100;6 koraka;400.0;
2025-01-22;SRI;menza pizza;850.0;bečki i riža;750.0;topli sendviči + corny;910.0;2510;2100;8k koraka;520.0;
2025-01-23;ČET;sendviči + corny;1000.0;faširanci + grašak + čokolada;1250.0;kfilice + sendviči + pah;1300.0;3550;2100;8k + kolodvor;690.0;
2025-01-24;PET;sendviči + pahuljice;1050.0;shakshuka + pahuljice;1300.0;sendviči + pahuljice;1050.0;3400;2100;1k koraka;60.0;
2025-01-25;SUB;sendviči + pahuljice;1000.0;ono kinesko;1320.0;ono kinesko ostaci + sendviči;1300.0;3620;2250;2k + usis.;210.0;
2025-01-26;NED;sendviči + čoko;1000.0;b.meso + krumpir + luk;1200.0;sendviči + čoko;1150.0;3350;2250;1k koraka;70.0;116 kg
2025-01-27;PON;sendviči;700.0;gulaš;600.0;čoko tost + čips + sendviči;1960.0;3260;2100;8k koraka;520.0;
2025-01-28;UTO;sendviči + keksi;1270.0;hotdogovi + kokice + kuglice;1530.0;sok + sendviči;850.0;3650;2100;8k + kolodvor;720.0;
2025-01-29;SRI;sendviči + keksi;1050.0;banana + kupus pire i roštiljka + čokolino;1320.0;sendviči + čips;1760.0;4130;2100;4k koraka;300.0;
2025-01-30;ČET;čevapi + omlet + pecivo + jogurt;790.0;čips;810.0;b.meso i tjestenina + sendviči;1515.0;3115;2100;10k koraka;630.0;
2025-01-31;PET;hambi;850.0;svinjski obraz + tjestenina + sok;1210.0;topli sendviči + čoko kruh;1130.0;3190;2100;6k koraka;440.0;
2025-02-01;SUB;sendviči + kola + nutella bun;1200.0;b.meso + sos;600.0;nutella bun + sendviči;1700.0;3500;2300;1k koraka;60.0;
2025-02-02;NED;sendviči + nutella bun;1050.0;b.meso i riža + nutella bun;1130.0;sendviči + čokolino;1200.0;3380;2300;1k koraka;60.0;116,5 kg
2025-02-03;PON;kruh sendviči + nutella bun;1150.0;čevapi + lepinja + luk;1340.0;/;0.0;2490;2100;4k koraka;250.0;
2025-02-04;UTO;sendivči + sok;900.0;indeks sendvič + kroasane;1200.0;kroasane + čips;1560.0;3660;2100;4k koraka;240.0;
2025-02-05;SRI;menza pizza + protein puding;1050.0;varivo i hrenovke + čoko;860.0;varivo i hrenovke + tost sendviči;1610.0;3520;2100;9k koraka;550.0;
2025-02-06;ČET;tost sendviči + čokolino;1050.0;granatir;880.0;granatir + jabuka + sendviči;1730.0;3660;2100;1k koraka;60.0;
2025-02-07;PET;sendviči;750.0;lidl forneti + okrajci;740.0;pizza + svašta;2120.0;3610;2100;3k koraka;250.0;
2025-02-08;SUB;sendviči + sok;900.0;kebab + oblatne;1290.0;čips + sendviči;1720.0;3910;2300;1k koraka;60.0;
2025-02-09;NED;pohani kruh;900.0;b.meso + krumpir;815.0;čokolada + jabuka + sendviči + kokice;1820.0;3535;2300;1k koraka;60.0;118 kg
2025-02-10;PON;sendviči + čokolino;950.0;b.meso + rizibizi;765.0;čoko + sendviči + čips;1710.0;3425;2100;3k koraka;260.0;
2025-02-11;UTO;sendviči;750.0;pivska kobasica + vrhnje + pecivo;1050.0;sendviči;750.0;2550;2100;8k koraka;510.0;
2025-02-12;SRI;sendviči + čokolino;1050.0;b.meso + krumpir;815.0;sendviči + čips;1530.0;3395;2100;3k + kolodvor;260.0;
2025-02-13;ČET;bečki i tjestenina sa sirom;895.0;burek i jogurt + cappucino;990.0;čips;750.0;2635;2100;10k + kolodvor;740.0;
2025-02-14;PET;sendviči;750.0;burek i jogurt + bananko;1170.0;čips + sendviči;1690.0;3610;2100;8k+ kolodvor;600.0;
2025-02-15;SUB;/;0.0;b.meso + pire + bananice;1100.0;luks movie night;1500.0;2600;2300;7k + kolodvor;460.0;
2025-02-16;NED;kruh s češnjakom;800.0;sarma + bananice;990.0;sendviči ;1080.0;2870;2300;1k koraka;70.0;118 kg
2025-02-17;PON;sendviči + bananko;1190.0;čufte;920.0;/;0.0;2110;2100;1k koraka;70.0;
2025-02-18;UTO;sendviči + banana + kokice;1400.0;tortilje;1685.0;sladoled + sendviči;900.0;3985;2100;1k koraka;120.0;
2025-02-19;SRI;sendviči;1350.0;pohani kruh + čokolino;1275.0;sendviči;600.0;3225;2100;11k koraka;720.0;
2025-02-20;ČET;sendviči + čoko;1075.0;som i  restani;830.0;sendviči;700.0;2605;2100;1k koraka;70.0;
2025-02-21;PET;sendviči;700.0;varivo i faširanci;650.0;sladoled + čips + čokolino;1380.0;2730;2100;2k koraka;150.0;
2025-02-22;SUB;sendviči;800.0;pizza;1350.0;sendviči + sladoled;1050.0;3200;2300;1k koraka;70.0;
2025-02-23;NED;sendviči;700.0;b.meso u kornfleksu i pire;900.0;b.meso u kornfleksu i pire + čips;1660.0;3260;2300;2k koraka;130.0;118 ,5 kg
2025-02-24;PON;bečki + rizibizi;780.0;čoko kuglice;440.0;kfc grander box;1600.0;2820;2100;10k koraka;630.0;
2025-02-25;UTO;pljeska u lepinji;800.0;cordoni + riža;960.0;smoki;670.0;2430;2100;7k koraka;480.0;
2025-02-26;SRI;pljeska + lepinja + pommes + luk;1350.0;/;0.0;cordon + riža + čips + corny;1520.0;2870;2100;9k + voda;610.0;
2025-02-27;ČET;menza pizza;1065.0;sendviči + corny;910.0;sendviči + corny;910.0;2885;2100;5k koraka;350.0;
2025-02-28;PET;kanapei;600.0;ćevapi u bosni + čoko smoki;1550.0;somki;400.0;2550;2100;6k koraka;400.0;
2025-03-01;SUB;sendviči;750.0;kanapei;850.0;nutella send. + čips;850.0;2450;2300;1k + usis.;110.0;
2025-03-02;NED;sendviči;750.0;kuhana pečena puretina + rižoto;970.0;palačinke + ostaci;1165.0;2885;2300;3k + kolodvor;290.0;118 kg
2025-03-03;PON;burek i jogurt;700.0;hambi;900.0;sendviči + čips;1695.0;3295;2100;5k koraka;350.0;
2025-03-04;UTO;pljeska + lepinja + pommes + luk;1350.0;topli sendviči;700.0;čips i corny;1045.0;3095;2100;10k koraka;630.0;
2025-03-05;SRI;/;0.0;frigane lignje i riža;690.0;/;0.0;690;2100;8k + MULT;740.0;
2025-03-06;ČET;b.meso + rizibizi + sok;665.0;corny + protein puding;365.0;kfc + sok i domaćica;2220.0;3250;2100;11k + MUlt;840.0;
2025-03-07;PET;hambi + čips + smoki;1450.0;kobasica + vrhnje + somun + luk;975.0;somun sendvič + ribice;850.0;3275;2100;6k + kolodvor;480.0;
2025-03-08;SUB;sendviči;750.0;varivo + corny;885.0;sendviči + ribice;1150.0;2785;2300;1k koraka;90.0;
2025-03-09;NED;sendviči kifle;1000.0;čevapi;1350.0;čevapi;1000.0;3350;2300;4k + kolodvor;320.0;118 ,5 kg
2025-03-10;PON;menza pizza;990.0;čips + tortice;1080.0;sendviči;800.0;2870;2200;4k koraka;270.0;
2025-03-11;UTO;gulaš + tortica;795.0;čevapi + riža + tortica;885.0;čips;810.0;2490;2200;7k koraka;430.0;
2025-03-12;SRI;ćevapi + tortelini + sok + pingvi;1025.0;/;0.0;pizza + ostalo;2350.0;3375;2200;13k + MUlt;930.0;
2025-03-13;ČET;menza pizza;900.0;hambi + čips;1610.0;čoko;400.0;2910;2200;5k koraka;370.0;
2025-03-14;PET;sendviči;750.0;conry + pizza;1565.0;sendviči + čoko;1000.0;3315;2200;8k + kolodvor;660.0;
2025-03-15;SUB;sendviči;750.0;som + restani;965.0;sendviči + kokice;1180.0;2895;2500;1k koraka;80.0;
2025-03-16;NED;sendviči;750.0;b.meso u kornfleksu + pire;1015.0;sendviči ;750.0;2515;2500;1k koraka;70.0;118 ,5 kg
2025-03-17;PON;dvopek sendviči + pahuljice;1560.0;ostaci + riža s porilukom;1020.0;sendviči + čips;1610.0;4190;2200;4k + kolodvor;300.0;
2025-03-18;UTO;hambi;850.0;pljeska + lepinja + pommes + luk;1350.0;/;0.0;2200;2200;11k koraka;680.0;
2025-03-19;SRI;čevapi + lepinja + pommes + luk;1490.0;/;0.0;sendviči;750.0;2240;2200;3k koraka;200.0;
2025-03-20;ČET;lepinja i plejska;1000.0;hambi;850.0;čips;945.0;2795;2200;6k koraka;380.0;
2025-03-21;PET;hambi;980.0;brancin + restani;800.0;ostaci;400.0;2180;2200;7k + kolodvor;480.0;
2025-03-22;SUB;sendviči;1050.0;barine lađe + banana bread;1500.0;ostaci + palačinka;800.0;3350;2500;1k + usis.;90.0;
2025-03-23;NED;pohani kruh;900.0;bananana bread + b.meso i rizibizi;1365.0;sendviči + banana bread;1100.0;3365;2500;1k koraka;90.0;118 kg
2025-03-24;PON;menza pizza;900.0;čips;810.0;bečki i tjestnina sa sirom;1115.0;2825;2200;10k koraka;630.0;
2025-03-25;UTO;jaje + hrenovke + kroketi + monte;1050.0;hambi + banana bread;1150.0;banana bread;600.0;2800;2200;10k koraka;600.0;
2025-03-26;SRI;rizibizi + čevapi;790.0;čips;810.0;špageti + čevapi;1650.0;3250;2200;12k koraka;730.0;
2025-03-27;ČET;menza ćevapi;1350.0;/;0.0;sendviči;750.0;2100;2200;6k koraka;380.0;
2025-03-28;PET;bečki + tjesteninia + delice;820.0;som + restani;965.0;jabuka + nutella + pecivo ajvar;1040.0;2825;2200;9k + kolodvor;620.0;
2025-03-29;SUB;sendviči;800.0;pizza;1350.0;sladoled + čips ;1350.0;3500;2500;9k koraka;560.0;
2025-03-30;NED;klipići;1100.0;b.meso + pire;800.0;sendviči;800.0;2700;2500;1k koraka;100.0;118 kg
2025-03-31;PON;cordon sendvič;400.0;gauda čevapi;1350.0;sendvič + čips;1610.0;3360;2200;8k koraka;500.0;
2025-04-01;UTO;gulaš njoki;800.0;sendviči;850.0;/;0.0;1650;2200;4k koraka;300.0;
2025-04-02;SRI;hambi;850.0;špageti;550.0;gauda;1000.0;2400;2200;7k koraka;460.0;
2025-04-03;ČET;gauda;1350.0;/;0.0;pizza;1600.0;2950;2200;9k + košarka;870.0;
2025-04-04;PET;hambi;850.0;granatir + domaćica;2120.0;granatir + sok;750.0;3720;2200;10k + kolodvor;700.0;
2025-04-05;SUB;sendviči;750.0;tortilje;1500.0;brownies + kuglice;1400.0;3650;2500;1k koraka;60.0;
2025-04-06;NED;pohani kruh + brownie;1100.0;crispy chicken burger i pommes;1500.0;;;2600;2500;4k koraka;300.0;118 kg
2025-04-07;PON;menza pizza;900.0;bečki i riža;695.0;čips + sendviči;1560.0;3155;2200;6k koraka;410.0;
2025-04-08;UTO;b.meso + tjestenina s tikvicama;860.0;čips;810.0;corny;430.0;2100;2200;6k koraka;380.0;
2025-04-09;SRI;gauda čevapi;1280.0;/;0.0;voćne kocke + pizza;1850.0;3130;2200;9k koraka;590.0;
2025-04-10;ČET;kantina hambi;900.0;sarma od kelja;750.0;sendviči + čips;1475.0;3125;2200;10k + kolodvor;720.0;
2025-04-11;PET;sendviči + bananko + čips;1475.0;b.meso + rizibizi + čokolada od riže;1070.0;sendviči + čokolino;1300.0;3845;2200;1k koraka;80.0;
2025-04-12;SUB;sendviči + bananko;805.0;hotdogovi;750.0;hotdogovi + čokolino;850.0;2405;2500;1k koraka;60.0;
2025-04-13;NED;sendviči + keksi;1050.0;b.meso i sos + keksi;980.0;sendviči;750.0;2780;2500;3k + kolodvor;300.0;119 kg
2025-04-14;PON;menza pljeska;1290.0;pizza sendvič;350.0;sendviči + keksi i gricklice;1450.0;3090;2200;12k koraka;760.0;
2025-04-15;UTO;ćevapi;900.0;protein puding + kobasice i satrica;1030.0;keksi + sendviči + čokolino;1350.0;3280;2200;11k + koldovr;810.0;
2025-04-16;SRI;sendviči + nutella send.;1200.0;varivo i faširanci;750.0;sendvič + čokolino;750.0;2700;2200;2k koraka;140.0;
2025-04-17;ČET;sendviči;750.0;b.meso + pire;935.0;sendviči + jabuka;980.0;2665;2200;1k koraka;80.0;
2025-04-18;PET;sendviči + čoko;1100.0;fiš;600.0;sendviči + čokolino;1150.0;2850;2200;1k koraka;90.0;
2025-04-19;SUB;sendviči;900.0;paprikaš + kolači;1620.0;bananko + sendviči;1600.0;4120;2500;4k koraka;340.0;
2025-04-20;NED;uskršnji doručak;900.0;b.meso i pire;1000.0;sok + sendviči + jabuka;1260.0;3160;2500;2k koraka;180.0;120 kg
2025-04-21;PON;klipići i ostaci;800.0;b.meso + pire;860.0;kiflice;850.0;2510;2200;4k + kolodvor;370.0;
2025-04-22;UTO;sendviči;790.0;gulaš;660.0;čevapi + domaćica;1700.0;3150;2200;11k koraka;690.0;
2025-04-23;SRI;sendvič;350.0;bečki i tjestenina;845.0;sendviči;790.0;1985;2200;8k koraka;500.0;
2025-04-24;ČET;sendviči + jogurt;790.0;fanta + palačinke s uskršnjim ostacima;960.0;sendviči + čokolada;1510.0;3260;2200;9k + kolodvor;670.0;
2025-04-25;PET;sendviči + kuglice;900.0;sok + varivo i kobasica + čoko;1760.0;sendviči;700.0;3360;2200;7k koraka;450.0;
2025-04-26;SUB;sendviči + cola;900.0;kiflice;900.0;kanapei;800.0;2600;2500;1k koraka;100.0;
2025-04-27;NED;sendvič + kuglice + bananan;640.0;b.meso + riža + čokolada;1085.0;sendviči + kuglice;1120.0;2845;2500;1k + usis.;120.0;118 kg
2025-04-28;PON;forneti + čokolada;1020.0;kuglice + burek + nutella send.;1410.0;sendviči;750.0;3180;2200;6k + kolodvor;440.0;
2025-04-29;UTO;sendviči + čips;1600.0;/;0.0;pizza + domaćica;1750.0;3350;2200;10k koraka;630.0;
2025-04-30;SRI;sendviči;700.0;chilli con carne + sladoled;1560.0;chilli con carne + čoko + topli send.;1380.0;3640;2200;15k + dom;1010.0;
2025-05-01;ČET;topli sendviči;750.0;roštilj + kolači;2100.0;sok + kiflice;600.0;3450;2200;1k koraka;120.0;
2025-05-02;PET;sendvič + kuglice + sladoled;750.0;mučkalica + sladoled;960.0;mučkalica + keksi;1060.0;2770;2200;4k koraka;290.0;
2025-05-03;SUB;sendviči;900.0;kopićland;1850.0;čips + topli sendviči + sladoled;1800.0;4550;2200;2k koraka;130.0;
2025-05-04;NED;sendviči;800.0;ossobuco + pire;880.0;sladoled + sendviči;1700.0;3380;2200;4k + bazga;330.0;118 kg
2025-05-05;PON;tost sendviči + keksi;1750.0;bolonjez;1320.0;tost sendviči + sladoled;1100.0;4170;2200;2k + bazga;170.0;
2025-05-06;UTO;sendviči;700.0;bolonjez;600.0;čips + pizza;2160.0;3460;2200;5k + kolodvor;390.0;
2025-05-07;SRI;sendviči;790.0;ćevapi + kruh + mesna štruca;1550.0;čips + čokoladno mlijeko;900.0;3240;2200;6k koraka;400.0;
2025-05-08;ČET;sendviči + corndon sendvič;1190.0;b.meso + krumpir;1365.0;sendviči;1000.0;3555;2200;7k + kolodvor;550.0;
2025-05-09;PET;sendviči;700.0;pizza + čips malo;1440.0;topli sendviči;850.0;2990;2200;4k koraka;290.0;
2025-05-10;SUB;sendviči;750.0;b.meso pohano i rizibizi;1170.0;banana + kuglice + sendviči;1180.0;3100;2500;2k koraka;130.0;
2025-05-11;NED;sendviči;750.0;b.meso + krumpir;1200.0;kuglice + sendviči;1050.0;3000;2500;1k koraka;60.0;119,5 kg
2025-05-12;PON;forneti + tost + cola;1950.0;rižoto s ostacima;660.0;sladoled + čips;1210.0;3820;2200;10k koraka;640.0;
2025-05-13;UTO;forneti + cola;900.0;faširanci + varivo od mahuna;1210.0;sendviči + sladoled;1050.0;3160;2200;3k koraka;210.0;
2025-05-14;SRI;sendviči;850.0;sladoled + lungić i umak s kruhom;1050.0;sendviči + sladoled;1050.0;2950;2200;2k koraka;140.0;
2025-05-15;ČET;sendviči;750.0;ono kinesko;1100.0;pizza + sladoled;1550.0;3400;2200;1k koraka;90.0;
2025-05-16;PET;sendviči + keksi;1050.0;som i restani;900.0;sendviči + sladoled;1260.0;3210;2200;1k koraka;60.0;
2025-05-17;SUB;sendviči + pahuljice;1050.0;grah + sladoled;870.0;sendviči + pahuljice;1050.0;2970;2500;1k koraka;110.0;
2025-05-18;NED;sendviči;750.0;tortilje + sladoled;1800.0;kiflice;1000.0;3550;2500;3k koraka;190.0;120 kg
2025-05-19;PON;sendviči + pahuljice;920.0;kobasica + grašak;990.0;sendviči + pahuljice;1210.0;3120;2200;1k koraka;120.0;
2025-05-20;UTO;sendviči;750.0;b.meso + riža;985.0;sendviči + čips;1660.0;3395;2200;3k + kolodvor;280.0;
2025-05-21;SRI;/;0.0;gauda čevapi;1350.0;kfc + torta + sok;2000.0;3350;2200;12k koraka;780.0;
2025-05-22;ČET;hambi + sladoled;1070.0;špageti;1320.0;tortilje ostaci + pahuljice;1100.0;3490;2200;7k + kolodvor;510.0;
2025-05-23;PET;sendviči + lino lada + tost + sladoled;1750.0;minutni + pire;780.0;sendviči + čips;1230.0;3760;2200;4k koraka;310.0;
2025-05-24;SUB;sendviči;750.0;kuglice + sataraš + kruh;960.0;sendviči + pahuljice;1050.0;2760;2500;1k + usis.;150.0;
2025-05-25;NED;sendviči;750.0;roštilj;1500.0;pahuljice;260.0;2510;2500;2k + roštilj;230.0;120 kg
2025-05-26;PON;roštilj ostaci + grickalice;1080.0;orada + restani malo;320.0;sendviči ;750.0;2150;2200;1k koraka;70.0;
2025-05-27;UTO;tost sendviči;1000.0;b.meso + kroketi;1040.0;sendviči + napolitanke;1350.0;3390;2200;1k koraka;80.0;
2025-05-28;SRI;sendviči;750.0;lisnato s hrenovkom;900.0;sendviči + napolitanke;1100.0;2750;2200;8k koraka;520.0;
2025-05-29;ČET;sendviči + napolitanke;1050.0;burek;900.0;sendviči + burek + napolitanke;1650.0;3600;2200;2k koraka;130.0;
2025-05-30;PET;sendviči + napolitanke;1050.0;granatir + napolitanke;1400.0;granatir ostaci + sendviči;1250.0;3700;2200;1k koraka;60.0;
2025-05-31;SUB;sendviči + napolitanke;1150.0;šakšuka;825.0;sendviči;750.0;2725;2500;3k + usis.;250.0;
2025-06-01;NED;sendviči;750.0;paprikaš;1320.0;sendviči;750.0;2820;2500;5k + kolodvor;370.0;121 kg
2025-06-02;PON;sendviči + sladoled + cola;1210.0;tortlija ostaci;600.0;sendviči;750.0;2560;2200;6k + kolodvor;400.0;
2025-06-03;UTO;sendviči;900.0;somun i kobase;900.0;sendviči + čips;1560.0;3360;2200;3k koraka;240.0;
2025-06-04;SRI;gauda čevapi;1250.0;b.meso i sos;680.0;sendviči;750.0;2680;2200;7k koraka;430.0;
2025-06-05;ČET;sendviči + nutella + sladoled;1200.0;palačinke iz rerne;700.0;sendviči;600.0;2500;2200;1k koraka;90.0;
2025-06-06;PET;topli sendviči;1500.0;fiš + sladoled + ceda;1060.0;sendviči + čips + jogurt;1730.0;4290;2200;2k koraka;180.0;
2025-06-07;SUB;sendviči;750.0;tortilje + banana bread;1510.0;tortilje + banana bread + čips;2210.0;4470;2500;1k koraka;100.0;
2025-06-08;NED;sendviči + banana bread;800.0;lađice + banana bread;1100.0;lađice + sok+ sendviči;1700.0;3600;2500;1k koraka;70.0;121 kg
2025-06-09;PON;/;0.0;pizza + sok;1620.0;banana bread + sendviči;800.0;2420;2200;11k + pakiranje;720.0;
2025-06-10;UTO;sendviči + banana bread;1500.0;varivo i faširanci;660.0;faširanci sendviči;750.0;2910;2200;1k + usis.;110.0;
2025-06-11;SRI;faširanci sendviči;1340.0;b.meso i riža;720.0;sladoled + sendviči;950.0;3010;2200;1k koraka;60.0;
2025-06-12;ČET;sendviči;700.0;kobasica + grašak + sladoled;1050.0;sendviči + kuglice;1200.0;2950;2200;1k koraka;60.0;
2025-06-13;PET;sendviči + malo sladoleda;1180.0;indeks sendviči + kolač;1650.0;sendviči + sladoled;990.0;3820;2200;3k koraka;180.0;
2025-06-14;SUB;jaje sendvič + sladoled;750.0;alfredo piletina s tjesteninom;1320.0;cola + alfredo ostaci + sendviči;1270.0;3340;2500;2k koraka;190.0;
2025-06-15;NED;sendviči;750.0;minutni + pommes;1100.0;sendviči + cola;1050.0;2900;2500;1k koraka;60.0;121 kg
2025-06-16;PON;jaje sendvič;450.0;b.meso u kornfleksu + pire;1200.0;sendviči s b.mesom;800.0;2450;2200;2k koraka;140.0;
2025-06-17;UTO;/;0.0;cordon i riža;550.0;čufte i kruh;1250.0;1800;2200;10k koraka;670.0;
2025-06-18;SRI;sendviči;700.0;čufte i kruh;1250.0;čips + lidl lisnato;1840.0;3790;2200;2k koraka;180.0;
2025-06-19;ČET;sendviči;950.0;pizza;1350.0;ceda + čips + nutella tost;1050.0;3350;2200;1k koraka;100.0;
2025-06-20;PET;lisnato lidl + gumeni;800.0;čufte i kruh;1250.0;gumeni + sendviči + čips + nutella tost;2380.0;4430;2200;2k koraka;140.0;
2025-06-21;SUB;sendviči;750.0;pizza;1250.0;sendviči ;900.0;2900;2500;1k koraka;60.0;
2025-06-22;NED;sendviči;750.0;bolonjez;1320.0;bolonjez + kokice + ćevapi;1930.0;4000;2500;1k koraka;100.0;123 kg
2025-06-23;PON;lisnato lidl + gumeni;1160.0;bolonjez;1320.0;keksi + sendviči;1370.0;3850;2200;3k koraka;220.0;
2025-06-24;UTO;topli sendviči + keksi;950.0;b.meso + rižoto + nutella tost;1200.0;čips + sendviči;1600.0;3750;2200;1k koraka;60.0;
2025-06-25;SRI;sendviči;750.0;paprikaš;880.0;sendviči + čips + tost;1860.0;3490;2200;2k koraka;130.0;
2025-06-26;ČET;topli sendviči;825.0;dumplings + čoko kuglice;1330.0;dumplings + keksi;840.0;2995;2200;1k koraka;100.0;
2025-06-27;PET;pohani kruh;850.0;varivo i kobasica;865.0;svatovi;2000.0;3715;2200;2k koraka;130.0;
2025-06-28;SUB;/;0.0;pizza;1350.0;kiflice + sok + čips + sendviči;1900.0;3250;2500;3k + usis.;290.0;
2025-06-29;NED;kiflice;120.0;b.meso i krumpir + čips;1910.0;sendviči + sladoled;1100.0;3130;2500;1k koraka;120.0;123 kg
2025-06-30;PON;sendviči;900.0;palačinke ;660.0;sendviči + čokolada;1050.0;2610;2200;1k koraka;100.0;
2025-07-01;UTO;sendviči + čokolada;950.0;kobascia + pire;900.0;sendviči + sladoled;1150.0;3000;2200;1k koraka;80.0;
2025-07-02;SRI;sendviči;750.0;burek sa sirom + sladoled;700.0;sendviči + nutella tost;1150.0;2600;2200;1k koraka;90.0;
2025-07-03;ČET;sendviči;750.0;B.meso + krumpir + sladoled;1300.0;sendviči + kokice + sok;1280.0;3330;2200;1k koraka;70.0;
2025-07-04;PET;topli sendivči + sok + čoko;1200.0;hamburgeri + sok;1500.0;sok + jaje sendvič + bomboni;880.0;3580;2200;3k koraka;200.0;
2025-07-05;SUB;sendviči + sok + keksi;1150.0;miješano varivo + faširanci;725.0;napolitanke + sendviči + bomboni;1380.0;3255;2500;1k koraka;90.0;
